fecha;tratamiento;temp_min;temp_media;temp_max;hr_min;hr_media;hr_max;precipitacion_mm;par;dpv_kpa;horas_frio;hf_acumuladas
2024-05-02;campo;4.96;11.49229166666667;19.36;56.64;81.5884375;95.35;;;0.3402540976905219;5.04;41.67
2024-05-02;invernadero;8.26;15.54854166666667;25.31;47.653;76.8611875;97.327;;;0.5258494794561057;1.7400000000000002;3.18
2024-05-03;campo;5.28;10.690625;18.57;54.68;80.6875;94.26;;;0.3563075543639755;4.72;46.38999999999999
2024-05-03;invernadero;9.21;16.9221875;29.96;39.071;76.87044791666666;94.29;;;0.7593120969145;0.7899999999999991;3.969999999999999
2024-05-04;campo;2.96;11.1803125;20.46;43.991;76.75210416666667;94.12;;;0.4257862886460114;7.04;53.42999999999999
2024-05-04;invernadero;11.5;16.45505376344086;26.95;53.094;81.60225263157895;92.442;;;0.6068455881530597;0.0;3.969999999999999
2024-05-05;campo;4.09;10.56364583333333;18.47;58.27;82.99572916666666;94.1;;;0.3184892390293898;5.91;59.33999999999999
2024-05-05;invernadero;10.94;15.65255319148936;25.81;56.139;84.07979166666667;94.884;;;0.5174813253284427;0.0;3.969999999999999
2024-05-06;campo;3.69;10.52270833333333;19.05;54.95;82.38729166666667;94.83;;;0.3378175807670169;6.3100000000000005;65.64999999999999
2024-05-06;invernadero;13.02;18.11548387096774;27.73;45.173;75.74411458333334;91.185;;;0.761513179970126;0.0;3.969999999999999
2024-05-07;campo;4.51;11.80833333333333;20.42;49.789;79.47733333333333;93.04;;;0.4133899607852611;5.49;71.13999999999999
2024-05-07;invernadero;11.5;17.35364583333333;29.21;43.325;77.99027083333333;94.263;;;0.7458741329766179;0.0;3.969999999999999
2024-05-08;campo;6.31;12.68333333333333;21.18;55.92;82.0590625;94.39;;;0.3906484709231193;3.69;74.82999999999998
2024-05-08;invernadero;8.74;15.38263157894737;26.94;48.583;79.30482291666667;96.229;;;0.5638326661472828;1.2599999999999998;5.229999999999999
2024-05-09;campo;5.86;10.56520833333333;14.26;81.04;91.55614583333332;96.05;;;0.1412296718037518;4.14;78.96999999999998
2024-05-09;invernadero;9.36;15.89563829787234;27.37;53.188;81.1943125;95.558;;;0.5412002483520102;0.6400000000000006;5.869999999999999
2024-05-10;campo;6.93;12.77677083333333;18.04;57.92;76.79630208333333;90.69;;;0.3720774252822867;3.0700000000000003;82.03999999999999
2024-05-10;invernadero;11.41;14.63747368421053;18.08;75.97;87.43239583333333;93.829;;;0.2533184579150598;0.0;5.869999999999999
2024-05-11;campo;5.06;11.099375;20.38;53.27;80.51333333333334;94.23;;;0.3860213528539191;4.94;86.97999999999999
2024-05-11;invernadero;8.24;15.52255319148936;29.9;40.877;81.01777083333333;98.1;;;0.6733912042622523;1.7599999999999998;7.629999999999999
2024-05-12;campo;3.58;10.01614583333333;17.87;55.99;82.87541666666667;95.07;;;0.3153962696862767;6.42;93.4
2024-05-12;invernadero;8.21;16.50810526315789;30.54;48.519;81.08919791666666;97.14;;;0.6111543844457776;1.7899999999999991;9.419999999999998
2024-05-13;campo;4.13;10.695;18.83;52.06;79.705;94.43;;;0.3625810968997566;5.87;99.27
2024-05-13;invernadero;8.5;15.40252631578947;30.65;46.946;82.74435416666667;97.514;;;0.6324526294909956;1.5;10.919999999999998
2024-05-14;campo;5.91;10.34020833333333;15.78;69.12;86.06875000000001;94.68;;;0.2351642818019672;4.09;103.36
2024-05-14;invernadero;10.7;16.15526315789474;29.11;56.045;84.6473125;94.965;;;0.5694023642654304;0.0;10.919999999999998
2024-05-15;campo;5.3;9.674166666666666;14.77;68.24;87.695;93.93;;;0.232814446697174;4.7;108.06
2024-05-15;invernadero;12.16;14.62604166666667;17.95;81.306;89.75656249999999;94.56;;;0.2065139308115982;0.0;10.919999999999998
2024-05-16;campo;2.37;9.142083333333334;18.84;46.297;78.35019791666666;93.76;;;0.3832282370441711;7.63;115.69
2024-05-16;invernadero;12.89;17.32913978494624;30.45;45.011;81.97904166666667;94.857;;;0.7790749855814469;0.0;10.919999999999998
2024-05-17;campo;2.36;9.658541666666666;19.62;34.269;74.48386458333333;92.88;;;0.4778449388027784;7.640000000000001;123.33
2024-05-17;invernadero;11.38;17.343125;29.25;53.188;81.25528125;93.123;;;0.640044534817805;0.0;10.919999999999998
2024-05-18;campo;1.99;9.688229166666668;19.58;41.672;74.11204166666667;90.94;;;0.4360242812169509;8.01;131.34
2024-05-18;invernadero;11.18;17.08604166666667;30.68;53.441;82.50705208333333;94.371;;;0.6461740882481859;0.0;10.919999999999998
2024-05-19;campo;3.02;11.3834375;22.78;32.446;69.6373125;89.67;;;0.5794575523328109;6.98;138.32
2024-05-19;invernadero;10.46;16.7384375;30.56;58.875;85.15363541666666;95.046;;;0.5559728030382105;0.0;10.919999999999998
